,Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1044,2023,Kawhi Leonard,SF,31.0,LAC,2.0,2.0,40.0,12.0,22.0,0.545,3.0,5.0,0.6,9.0,17.0,0.529,0.614,7.5,8.5,0.882,1.5,5.0,6.5,6.0,2.0,0.5,3.0,2.5,34.5
1045,2023,Meyers Leonard,C,30.0,MIL,2.0,0.0,2.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1046,2023,Caris LeVert,SG,28.0,CLE,5.0,3.0,34.0,5.4,12.6,0.429,2.6,7.2,0.361,2.8,5.4,0.519,0.532,1.6,2.6,0.615,0.8,3.8,4.6,2.6,0.4,0.2,1.0,2.0,15.0
1047,2023,Kenneth Lofton Jr.,PF,20.0,MEM,4.0,0.0,3.0,0.8,2.0,0.375,0.0,0.5,0.0,0.8,1.5,0.5,0.375,0.3,0.5,0.5,0.3,0.5,0.8,0.3,0.0,0.0,0.0,0.0,1.8
1048,2023,Kevon Looney,C,26.0,GSW,13.0,8.0,25.0,2.8,4.9,0.578,0.0,0.0,,2.8,4.9,0.578,0.578,0.8,1.4,0.556,4.7,8.4,13.1,3.3,0.6,0.4,1.0,2.8,6.5
1049,2023,Brook Lopez,C,34.0,MIL,5.0,5.0,36.4,7.8,13.4,0.582,1.4,3.4,0.412,6.4,10.0,0.64,0.634,2.0,2.6,0.769,2.8,3.6,6.4,1.2,1.4,1.8,2.2,2.0,19.0
1050,2023,Robin Lopez,C,34.0,CLE,2.0,0.0,3.0,1.5,1.5,1.0,0.0,0.0,,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,4.0
1051,2023,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1052,2023,Kevin Love,PF,34.0,MIA,20.0,18.0,18.0,2.3,6.0,0.378,1.7,4.4,0.375,0.6,1.6,0.387,0.517,0.7,0.8,0.875,0.7,4.9,5.6,1.2,0.5,0.4,0.5,1.8,6.9
1053,2023,Kyle Lowry,PG,36.0,MIA,23.0,1.0,26.0,3.2,7.6,0.425,1.4,3.8,0.375,1.8,3.7,0.477,0.52,1.3,1.4,0.939,0.5,3.0,3.5,4.4,1.0,0.6,1.7,2.6,9.2
1054,2023,Trey Lyles,PF,27.0,SAC,7.0,0.0,16.9,2.4,5.7,0.425,1.3,3.9,0.333,1.1,1.9,0.615,0.538,0.4,0.7,0.6,1.3,4.4,5.7,0.7,0.3,0.0,0.4,1.7,6.6
1055,2023,Terance Mann,SG,26.0,LAC,5.0,0.0,26.6,3.8,6.6,0.576,1.8,3.8,0.474,2.0,2.8,0.714,0.712,1.2,1.8,0.667,1.4,1.8,3.2,2.2,0.8,0.2,1.8,3.4,10.6
1056,2023,Caleb Martin,SF,27.0,MIA,23.0,4.0,30.2,4.7,9.0,0.529,1.9,4.5,0.423,2.8,4.4,0.637,0.636,1.3,1.5,0.829,1.2,4.3,5.4,1.6,0.9,0.4,1.0,2.4,12.7
1057,2023,Wesley Matthews,SF,36.0,MIL,2.0,0.0,20.5,2.0,4.5,0.444,2.0,3.5,0.571,0.0,1.0,0.0,0.667,0.0,0.0,,0.5,1.0,1.5,0.5,1.0,0.5,0.0,1.5,6.0
1058,2023,Tyrese Maxey,SG,22.0,PHI,11.0,11.0,38.5,7.5,17.5,0.427,3.1,7.7,0.4,4.4,9.7,0.449,0.516,2.5,2.8,0.903,0.8,4.0,4.8,2.3,1.4,0.5,0.7,2.4,20.5
1059,2023,Miles McBride,PG,22.0,NYK,8.0,0.0,2.5,0.1,0.5,0.25,0.1,0.4,0.333,0.0,0.1,0.0,0.375,0.0,0.0,,0.0,0.3,0.3,0.1,0.0,0.1,0.0,0.1,0.4
1060,2023,Jalen McDaniels,SF,25.0,PHI,8.0,0.0,12.8,1.0,2.5,0.4,0.4,1.1,0.333,0.6,1.4,0.455,0.475,0.0,0.0,,0.4,1.6,2.0,0.6,0.1,0.0,0.4,1.0,2.4
1061,2023,Jordan McLaughlin,PG,26.0,MIN,2.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1062,2023,De'Anthony Melton,SG,24.0,PHI,11.0,0.0,24.9,2.8,7.4,0.383,1.7,4.5,0.388,1.1,2.9,0.375,0.5,0.5,0.7,0.75,1.3,2.0,3.3,1.6,1.2,0.8,0.7,1.8,7.9
1063,2023,Chimezie Metu,PF,25.0,SAC,3.0,0.0,2.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.7,1.0,0.667,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.7
1064,2023,Khris Middleton,SF,31.0,MIL,5.0,5.0,34.6,8.0,17.2,0.465,2.6,6.4,0.406,5.4,10.8,0.5,0.541,5.2,6.0,0.867,1.4,5.0,6.4,6.2,0.6,0.0,3.4,3.0,23.8
1065,2023,Patty Mills,PG,34.0,BRK,1.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1066,2023,Shake Milton,SG,26.0,PHI,6.0,0.0,3.5,0.5,0.8,0.6,0.0,0.2,0.0,0.5,0.7,0.75,0.6,0.3,0.3,1.0,0.0,0.5,0.5,0.3,0.3,0.0,0.2,0.5,1.3
1067,2023,Josh Minott,SF,20.0,MIN,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
1068,2023,Davion Mitchell,PG,24.0,SAC,7.0,0.0,20.0,2.7,6.6,0.413,1.0,3.9,0.259,1.7,2.7,0.632,0.489,0.7,0.9,0.833,0.4,0.9,1.3,1.7,0.9,0.1,0.9,1.0,7.1
1069,2023,Donovan Mitchell,SG,26.0,CLE,5.0,5.0,41.4,9.0,20.8,0.433,2.6,9.0,0.289,6.4,11.8,0.542,0.495,2.6,3.6,0.722,0.6,4.4,5.0,7.2,2.0,0.6,3.8,2.8,23.2
1070,2023,Evan Mobley,PF,21.0,CLE,5.0,5.0,37.6,4.4,9.6,0.458,0.0,0.2,0.0,4.4,9.4,0.468,0.458,1.0,1.6,0.625,3.0,7.0,10.0,2.0,0.6,1.2,2.4,2.6,9.8
1071,2023,Malik Monk,SG,24.0,SAC,7.0,0.0,29.3,5.4,13.3,0.409,1.9,5.6,0.333,3.6,7.7,0.463,0.478,6.3,7.0,0.898,0.9,4.6,5.4,3.6,0.7,0.4,2.0,2.1,19.0
1072,2023,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1073,2023,Moses Moody,SG,20.0,GSW,12.0,0.0,13.4,1.9,3.6,0.535,1.1,1.8,0.591,0.8,1.8,0.476,0.686,0.9,1.0,0.917,0.6,2.0,2.6,0.7,0.4,0.3,0.2,1.5,5.8
1074,2023,Wendell Moore Jr.,SG,21.0,MIN,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1075,2023,Ja Morant,PG,23.0,MEM,5.0,5.0,37.4,9.0,21.2,0.425,2.6,6.2,0.419,6.4,15.0,0.427,0.486,4.0,5.2,0.769,1.6,5.2,6.8,7.0,1.8,0.2,3.4,2.4,24.6
1076,2023,Marcus Morris,PF,33.0,LAC,3.0,2.0,22.7,3.3,9.7,0.345,0.7,4.0,0.167,2.7,5.7,0.471,0.379,1.3,1.3,1.0,0.3,3.7,4.0,0.0,0.3,0.3,0.3,2.0,8.7
1077,2023,Dejounte Murray,SG,26.0,ATL,5.0,5.0,38.0,9.2,20.6,0.447,2.8,7.4,0.378,6.4,13.2,0.485,0.515,1.8,1.8,1.0,1.8,5.4,7.2,6.8,2.0,0.2,2.0,1.4,23.0
1078,2023,Jamal Murray,PG,25.0,DEN,20.0,20.0,40.0,9.7,20.5,0.473,3.0,7.5,0.396,6.8,13.1,0.517,0.545,3.8,4.1,0.926,0.8,4.9,5.7,7.1,1.5,0.3,2.5,2.1,26.1
1079,2023,Keegan Murray,SF,22.0,SAC,7.0,7.0,27.7,3.7,8.3,0.448,1.7,4.6,0.375,2.0,3.7,0.538,0.552,0.6,0.9,0.667,2.1,4.1,6.3,0.7,0.6,0.3,0.6,2.6,9.7
1080,2023,Mike Muscala,C,31.0,BOS,6.0,0.0,3.5,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,,0.75,0.5,0.7,0.75,0.5,0.2,0.7,0.2,0.0,0.0,0.2,0.2,1.5
1081,2023,Raul Neto,PG,30.0,CLE,2.0,0.0,3.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5
1082,2023,Georges Niang,PF,29.0,PHI,11.0,0.0,14.3,1.6,3.3,0.5,1.1,2.4,0.462,0.5,0.9,0.6,0.667,0.0,0.0,,0.0,0.4,0.4,0.2,0.0,0.2,0.5,1.5,4.4
1083,2023,Zeke Nnaji,PF,22.0,DEN,5.0,0.0,2.4,0.4,0.8,0.5,0.2,0.6,0.333,0.2,0.2,1.0,0.625,0.0,0.0,,0.0,0.4,0.4,0.0,0.2,0.0,0.2,0.0,1.0
1084,2023,Jaylen Nowell,SG,23.0,MIN,5.0,0.0,12.4,1.2,5.2,0.231,0.6,1.8,0.333,0.6,3.4,0.176,0.288,0.2,0.4,0.5,0.8,0.2,1.0,0.6,0.0,0.0,0.4,0.8,3.2
1085,2023,Royce O'Neale,SF,29.0,BRK,4.0,0.0,29.5,1.8,7.3,0.241,1.0,5.5,0.182,0.8,1.8,0.429,0.31,0.5,0.5,1.0,1.0,3.3,4.3,3.5,1.3,0.3,1.0,2.8,5.0
1086,2023,Josh Okogie,SG,24.0,PHO,10.0,5.0,17.5,1.4,3.7,0.378,0.2,1.4,0.143,1.2,2.3,0.522,0.405,1.1,1.3,0.846,1.2,0.9,2.1,1.3,0.6,0.2,0.3,1.8,4.1
1087,2023,Onyeka Okongwu,C,22.0,ATL,6.0,0.0,21.8,2.5,4.2,0.6,0.2,0.2,1.0,2.3,4.0,0.583,0.62,0.8,1.7,0.5,3.2,3.2,6.3,1.2,0.3,1.3,1.2,3.0,6.0
1088,2023,Isaac Okoro,SF,22.0,CLE,5.0,2.0,15.0,2.2,4.6,0.478,0.8,2.6,0.308,1.4,2.0,0.7,0.565,1.2,1.2,1.0,0.6,0.8,1.4,0.8,0.4,0.4,0.8,2.0,6.4
1089,2023,Victor Oladipo,SG,30.0,MIA,2.0,0.0,22.5,5.0,9.5,0.526,1.0,2.5,0.4,4.0,7.0,0.571,0.579,0.5,1.5,0.333,0.5,3.0,3.5,1.0,1.0,0.5,1.0,2.5,11.5
1090,2023,Cedi Osman,SF,27.0,CLE,5.0,0.0,18.6,1.8,5.0,0.36,1.2,4.0,0.3,0.6,1.0,0.6,0.48,1.2,1.8,0.667,0.2,2.8,3.0,1.0,0.4,0.2,1.0,2.4,6.0
1091,2023,Chris Paul,PG,37.0,PHO,7.0,7.0,35.7,5.4,13.0,0.418,1.3,4.0,0.321,4.1,9.0,0.46,0.467,0.3,0.6,0.5,0.7,4.3,5.0,7.4,1.7,0.7,1.0,2.3,12.4
1092,2023,Cameron Payne,PG,28.0,PHO,7.0,4.0,21.7,3.3,6.9,0.479,1.6,3.9,0.407,1.7,3.0,0.571,0.594,0.0,0.4,0.0,0.0,2.0,2.0,2.9,0.4,0.3,1.3,2.1,8.1
1093,2023,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1094,2023,Gary Payton II,SG,30.0,GSW,12.0,3.0,16.0,3.0,4.5,0.667,0.3,1.3,0.267,2.7,3.3,0.821,0.704,0.5,0.8,0.667,1.8,1.8,3.7,0.8,0.7,0.5,0.9,1.6,6.8
1095,2023,Mason Plumlee,C,32.0,LAC,5.0,0.0,18.2,2.8,3.2,0.875,0.0,0.0,,2.8,3.2,0.875,0.875,2.6,2.8,0.929,3.2,3.6,6.8,1.8,0.4,0.4,0.6,3.0,8.2
1096,2023,Jordan Poole,PG,23.0,GSW,13.0,4.0,21.8,3.5,10.4,0.341,1.2,4.8,0.254,2.3,5.5,0.417,0.4,2.0,2.6,0.765,0.3,1.8,2.2,3.5,0.8,0.2,1.2,2.5,10.3
1097,2023,Michael Porter Jr.,SF,24.0,DEN,20.0,20.0,32.7,5.0,11.7,0.423,2.3,6.6,0.351,2.7,5.2,0.515,0.521,1.2,1.5,0.793,1.0,7.1,8.1,1.6,0.5,0.6,0.5,2.1,13.4
1098,2023,Bobby Portis,PF,27.0,MIL,5.0,2.0,21.4,4.0,8.2,0.488,1.0,3.6,0.278,3.0,4.6,0.652,0.549,0.6,0.6,1.0,2.0,6.2,8.2,1.2,0.6,0.4,0.8,3.0,9.6
1099,2023,Norman Powell,SG,29.0,LAC,5.0,3.0,33.4,7.2,15.2,0.474,2.6,6.4,0.406,4.6,8.8,0.523,0.559,4.8,6.2,0.774,0.8,2.2,3.0,2.2,0.8,0.4,1.6,3.2,21.8
1100,2023,Jason Preston,PG,23.0,LAC,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,2023,Taurean Prince,PF,28.0,MIN,5.0,1.0,20.0,2.4,6.6,0.364,1.6,4.2,0.381,0.8,2.4,0.333,0.485,1.4,1.8,0.778,0.6,0.8,1.4,0.8,0.6,0.2,1.0,1.8,7.8
1102,2023,Payton Pritchard,PG,25.0,BOS,10.0,0.0,5.7,1.2,2.2,0.545,0.4,1.0,0.4,0.8,1.2,0.667,0.636,0.4,0.5,0.8,0.0,0.6,0.6,1.1,0.1,0.0,0.5,0.3,3.2
1103,2023,Immanuel Quickley,SG,23.0,NYK,8.0,0.0,21.9,2.9,8.3,0.348,1.1,4.6,0.243,1.8,3.6,0.483,0.417,2.1,2.5,0.85,0.3,1.4,1.6,1.0,0.5,0.0,1.1,1.4,9.0
1104,2023,Julius Randle,PF,28.0,NYK,10.0,10.0,33.0,5.5,14.7,0.374,1.7,6.6,0.258,3.8,8.1,0.469,0.432,3.9,5.5,0.709,1.7,6.6,8.3,3.6,0.5,0.3,3.5,2.4,16.6
1105,2023,Austin Reaves,SG,24.0,LAL,16.0,16.0,36.2,5.6,12.1,0.464,2.4,5.5,0.443,3.2,6.6,0.481,0.564,3.2,3.6,0.895,1.3,3.2,4.4,4.6,0.6,0.2,1.6,2.4,16.9
1106,2023,Paul Reed,C,23.0,PHI,11.0,2.0,14.3,2.0,3.5,0.579,0.0,0.0,,2.0,3.5,0.579,0.579,0.6,0.6,1.0,2.5,3.0,5.5,0.6,0.5,0.4,0.5,1.4,4.6
1107,2023,Austin Rivers,SG,30.0,MIN,4.0,0.0,11.5,1.0,2.0,0.5,0.5,1.5,0.333,0.5,0.5,1.0,0.625,0.0,0.0,,0.3,1.0,1.3,0.3,0.3,0.0,0.3,0.3,2.5
1108,2023,Duncan Robinson,SF,28.0,MIA,23.0,1.0,18.2,3.3,6.9,0.475,2.2,4.9,0.442,1.1,2.0,0.556,0.633,0.3,0.3,0.875,0.0,1.4,1.5,1.7,0.3,0.1,0.9,1.6,9.0
1109,2023,Mitchell Robinson,C,24.0,NYK,11.0,11.0,27.1,2.6,4.4,0.604,0.0,0.0,,2.6,4.4,0.604,0.604,1.2,3.0,0.394,5.0,4.3,9.3,0.8,0.7,1.5,0.9,2.6,6.5
1110,2023,David Roddy,PF,21.0,MEM,6.0,0.0,12.7,1.3,4.8,0.276,1.0,3.3,0.3,0.3,1.5,0.222,0.379,0.2,0.2,1.0,0.7,2.2,2.8,0.7,0.0,0.3,0.2,1.0,3.8
1111,2023,Derrick Rose,PG,34.0,NYK,1.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1112,2023,Terrence Ross,SG,31.0,PHO,6.0,0.0,11.5,1.3,4.5,0.296,1.0,3.7,0.273,0.3,0.8,0.4,0.407,0.0,0.0,,0.0,1.3,1.3,0.2,0.2,0.3,0.2,1.0,3.7
1113,2023,Ricky Rubio,PG,32.0,CLE,3.0,0.0,5.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.7,1.3,2.0,1.0,0.3,0.0,1.7,1.7,0.0
1114,2023,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1115,2023,D'Angelo Russell,PG,26.0,LAL,16.0,15.0,29.6,5.2,12.2,0.426,1.7,5.4,0.31,3.5,6.8,0.519,0.495,1.3,1.6,0.769,0.6,2.3,2.9,4.6,0.7,0.3,1.8,2.0,13.3
1116,2023,Domantas Sabonis,C,26.0,SAC,7.0,7.0,34.7,7.0,14.1,0.495,0.1,0.7,0.2,6.9,13.4,0.511,0.5,2.3,4.0,0.571,4.4,6.6,11.0,4.7,1.4,0.9,3.7,4.0,16.4
1117,2023,Dennis Schröder,PG,29.0,LAL,16.0,3.0,26.1,2.6,6.4,0.398,0.8,2.4,0.333,1.8,4.0,0.438,0.461,1.4,1.8,0.821,0.2,1.8,1.9,2.9,1.0,0.2,1.3,2.5,7.4
1118,2023,Landry Shamet,SG,25.0,PHO,10.0,1.0,18.4,1.7,4.5,0.378,1.1,2.9,0.379,0.6,1.6,0.375,0.5,0.3,0.4,0.75,0.3,1.4,1.7,1.1,0.2,0.1,0.4,1.5,4.8
1119,2023,Day'Ron Sharpe,C,21.0,BRK,2.0,0.0,10.0,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,1.0,1.0,1.0,1.0,2.0,3.0,2.5,0.0,0.5,1.0,1.5,3.0
1120,2023,Marcus Smart,PG,28.0,BOS,20.0,20.0,34.0,5.1,11.2,0.453,2.2,6.1,0.361,2.9,5.1,0.564,0.552,2.6,3.3,0.8,1.1,3.0,4.0,5.1,1.3,0.3,2.3,1.9,14.9
1121,2023,Ish Smith,PG,34.0,DEN,4.0,0.0,3.0,0.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.5,0.5,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.5,0.5
1122,2023,Jaden Springer,SG,20.0,PHI,4.0,0.0,4.3,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.5,2.3
1123,2023,Lamar Stevens,SF,25.0,CLE,2.0,0.0,4.5,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.75,1.0,1.0,1.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,2.5
1124,2023,Max Strus,SF,26.0,MIA,23.0,23.0,28.2,3.3,8.2,0.402,1.9,5.9,0.319,1.4,2.3,0.611,0.516,0.9,1.1,0.8,0.6,3.0,3.6,1.4,0.3,0.3,0.3,2.0,9.3
1125,2023,Edmond Sumner,SG,27.0,BRK,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1126,2023,Jayson Tatum,SF,24.0,BOS,20.0,20.0,40.0,9.3,20.2,0.458,2.7,8.2,0.323,6.6,12.0,0.55,0.524,6.0,6.9,0.876,1.3,9.2,10.5,5.3,1.1,1.1,2.8,2.2,27.2
1127,2023,Cam Thomas,SG,21.0,BRK,2.0,0.0,8.0,1.5,3.5,0.429,0.0,1.0,0.0,1.5,2.5,0.6,0.429,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,3.0
1128,2023,Klay Thompson,SF,32.0,GSW,13.0,13.0,36.0,6.5,16.8,0.388,3.8,10.5,0.368,2.7,6.4,0.422,0.502,1.6,1.8,0.875,0.1,4.1,4.2,2.2,0.5,0.3,2.0,2.2,18.5
1129,2023,Tristan Thompson,C,31.0,LAL,6.0,0.0,5.3,0.8,1.8,0.455,0.0,0.0,,0.8,1.8,0.455,0.455,0.2,0.8,0.2,0.7,1.0,1.7,0.3,0.0,0.0,0.2,0.2,1.8
1130,2023,Xavier Tillman Sr.,C,24.0,MEM,6.0,6.0,30.5,4.0,7.5,0.533,0.2,0.7,0.25,3.8,6.8,0.561,0.544,0.5,0.8,0.6,2.8,5.2,8.0,3.2,0.7,0.7,0.7,2.8,8.7
1131,2023,Obi Toppin,PF,24.0,NYK,11.0,1.0,15.9,2.7,6.4,0.429,1.2,3.9,0.302,1.5,2.5,0.63,0.521,0.4,0.5,0.8,0.9,2.6,3.5,0.6,0.7,0.3,0.7,1.1,7.0
1132,2023,Karl-Anthony Towns,PF,27.0,MIN,5.0,5.0,36.0,6.4,14.0,0.457,1.2,4.8,0.25,5.2,9.2,0.565,0.5,4.2,5.6,0.75,1.2,9.0,10.2,2.0,0.6,0.8,3.6,4.2,18.2
1133,2023,P.J. Tucker,PF,37.0,PHI,11.0,11.0,26.7,1.7,4.6,0.373,1.3,3.6,0.35,0.5,1.0,0.455,0.51,0.2,0.3,0.667,1.6,2.9,4.5,1.5,1.2,0.3,0.5,2.5,4.9
1134,2023,Jarred Vanderbilt,PF,23.0,LAL,15.0,13.0,16.5,1.6,4.0,0.4,0.5,1.9,0.241,1.1,2.1,0.548,0.458,0.9,1.3,0.7,1.3,1.9,3.2,0.8,0.7,0.8,0.9,2.1,4.6
1135,2023,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1136,2023,Gabe Vincent,PG,26.0,MIA,22.0,22.0,30.5,4.5,11.2,0.402,2.3,6.1,0.378,2.2,5.0,0.432,0.506,1.4,1.5,0.882,0.4,1.0,1.4,3.5,0.9,0.2,1.4,3.0,12.7
1137,2023,Dean Wade,PF,26.0,CLE,2.0,0.0,5.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.0
1138,2023,Ish Wainright,SF,28.0,PHO,6.0,0.0,3.5,0.2,0.7,0.25,0.2,0.7,0.25,0.0,0.0,,0.375,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.3,0.5
1139,2023,Lonnie Walker IV,SG,24.0,LAL,13.0,0.0,13.8,2.2,4.6,0.483,1.0,2.6,0.382,1.2,2.0,0.615,0.592,0.7,0.9,0.75,0.1,0.8,0.9,0.8,0.5,0.1,0.3,1.2,6.2
1140,2023,T.J. Warren,SF,29.0,PHO,6.0,0.0,13.5,1.0,3.2,0.316,0.2,1.2,0.143,0.8,2.0,0.417,0.342,0.5,0.7,0.75,0.3,0.8,1.2,0.5,0.2,0.5,0.2,0.8,2.7
1141,2023,Yuta Watanabe,SF,28.0,BRK,1.0,0.0,5.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.75,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
1142,2023,Peyton Watson,SG,20.0,DEN,5.0,0.0,2.8,0.4,1.0,0.4,0.2,0.4,0.5,0.2,0.6,0.333,0.5,0.0,0.0,,0.2,0.6,0.8,0.2,0.0,0.2,0.2,0.4,1.0
1143,2023,Russell Westbrook,PG,34.0,LAC,5.0,5.0,38.4,8.6,21.0,0.41,2.0,5.6,0.357,6.6,15.4,0.429,0.457,4.4,5.0,0.88,1.8,5.8,7.6,7.4,1.2,1.4,4.0,3.0,23.6
1144,2023,Derrick White,SG,28.0,BOS,20.0,16.0,29.7,4.7,9.2,0.505,2.5,5.5,0.455,2.2,3.7,0.581,0.641,1.6,1.7,0.912,0.7,2.3,3.0,2.1,0.6,1.0,0.9,1.9,13.4
1145,2023,Andrew Wiggins,SF,27.0,GSW,13.0,12.0,34.0,6.4,13.9,0.459,1.5,4.9,0.297,4.9,9.0,0.547,0.511,2.5,3.6,0.681,1.8,3.8,5.6,1.9,0.8,1.2,1.3,3.5,16.7
1146,2023,Grant Williams,PF,24.0,BOS,15.0,0.0,17.7,1.7,3.5,0.472,1.2,2.7,0.45,0.5,0.9,0.538,0.642,0.5,0.7,0.8,0.7,1.5,2.2,1.2,0.3,0.4,0.3,1.7,5.1
1147,2023,Robert Williams,C,25.0,BOS,20.0,4.0,20.9,3.4,4.3,0.788,0.0,0.1,0.0,3.4,4.2,0.798,0.788,1.0,1.4,0.679,1.8,4.2,6.0,1.0,0.5,1.3,0.8,2.2,7.7
1148,2023,Ziaire Williams,SF,21.0,MEM,4.0,0.0,3.0,0.5,1.8,0.286,0.3,0.8,0.333,0.3,1.0,0.25,0.357,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.3,1.3
1149,2023,Trae Young,PG,24.0,ATL,6.0,6.0,38.3,10.0,24.8,0.403,3.0,9.0,0.333,7.0,15.8,0.442,0.463,6.2,7.2,0.86,0.8,2.8,3.7,10.2,1.7,0.7,4.0,1.8,29.2
1150,2023,Omer Yurtseven,C,24.0,MIA,8.0,0.0,2.0,0.3,0.9,0.286,0.0,0.3,0.0,0.3,0.6,0.4,0.286,0.0,0.0,,0.4,0.3,0.6,0.1,0.0,0.1,0.1,0.3,0.5
1151,2023,Cody Zeller,C,30.0,MIA,21.0,0.0,8.3,1.0,1.7,0.571,0.0,0.0,,1.0,1.7,0.571,0.571,0.3,0.7,0.4,0.5,1.8,2.3,0.3,0.1,0.2,0.6,1.3,2.2
1152,2023,Ivica Zubac,C,25.0,LAC,5.0,5.0,26.0,3.4,6.0,0.567,0.0,0.0,,3.4,6.0,0.567,0.567,2.4,3.2,0.75,3.2,6.4,9.6,0.6,0.6,0.2,2.2,1.6,9.2
1153,2024,Precious Achiuwa,PF,24.0,NYK,9.0,2.0,20.4,2.3,4.8,0.488,0.0,0.3,0.0,2.3,4.4,0.525,0.488,0.6,1.4,0.385,2.4,1.8,4.2,0.6,0.4,1.3,0.4,2.2,5.2
1154,2024,Bam Adebayo,C,26.0,MIA,5.0,5.0,38.4,9.6,19.4,0.495,0.4,2.0,0.2,9.2,17.4,0.529,0.505,3.0,4.2,0.714,2.2,7.2,9.4,3.8,0.4,0.0,1.6,3.0,22.6
1155,2024,Nickeil Alexander-Walker,SG,25.0,MIN,16.0,1.0,23.6,2.6,7.0,0.366,1.5,5.1,0.296,1.1,1.9,0.548,0.473,0.6,0.6,1.0,0.3,1.4,1.8,2.3,0.6,0.4,0.9,1.5,7.3
